alpha,mean,cv_mean,loss
2.89473684211e-07,0.25724459771017844,0.364905586626,24346.0
2.89473684211e-07,0.25724459771017844,0.364905586626,24346.0
8.57894736842e-07,0.25208341480719926,0.296435582905,21945.0
8.57894736842e-07,0.25208341480719926,0.296435582905,21945.0
4.78947368421e-06,0.25155804217484201,0.300624916013,20129.0
4.78947368421e-06,0.25155804217484201,0.300624916013,20129.0
5.26315789474e-09,0.25579706197112395,0.370388875067,27588.0
5.26315789474e-09,0.25579706197112395,0.370388875067,27588.0
1e-05,0.27428253531181707,0.350380910704,19971.0
1e-05,0.27428253531181707,0.350380910704,19971.0
7.63157894737e-08,0.25550324218109866,0.282213311265,25765.0
7.63157894737e-08,0.25550324218109866,0.282213311265,25765.0
3.84210526316e-06,0.24879748586015935,0.351046437291,19334.0
3.84210526316e-06,0.24879748586015935,0.351046437291,19334.0
3.84210526316e-09,0.24619791713411909,0.383373330737,26942.0
3.84210526316e-09,0.24619791713411909,0.383373330737,26942.0
4.31578947368e-08,0.25659032191141029,0.335208149161,25830.0
4.31578947368e-08,0.25659032191141029,0.335208149161,25830.0
2.89473684211e-09,0.23412567916938823,0.362738803888,26388.0
2.89473684211e-09,0.23412567916938823,0.362738803888,26388.0
2.42105263158e-08,0.24273759700240702,0.329166253606,25388.0
2.42105263158e-08,0.24273759700240702,0.329166253606,25388.0
3.36842105263e-08,0.25918558379950812,0.300276746387,25871.0
3.36842105263e-08,0.25918558379950812,0.300276746387,25871.0
1.94736842105e-06,0.24940073010620659,0.335176283159,20650.0
1.94736842105e-06,0.24940073010620659,0.335176283159,20650.0
3.36842105263e-07,0.26587304280462759,0.336613558886,24828.0
3.36842105263e-07,0.26587304280462759,0.336613558886,24828.0
7.63157894737e-07,0.25083835675428551,0.34775627198,21604.0
7.63157894737e-07,0.25083835675428551,0.34775627198,21604.0
4.78947368421e-08,0.25570185073129342,0.368769505227,25615.0
4.78947368421e-08,0.25570185073129342,0.368769505227,25615.0
1e-07,0.25417259694160316,0.334496551376,26206.0
1e-07,0.25417259694160316,0.334496551376,26206.0
8.57894736842e-06,0.27939227166814773,0.336673127042,21245.0
8.57894736842e-06,0.27939227166814773,0.336673127042,21245.0
4.31578947368e-06,0.24987195183930264,0.379360522097,20462.0
4.31578947368e-06,0.24987195183930264,0.379360522097,20462.0
6.21052631579e-08,0.25943966043506406,0.334912648944,25927.0
6.21052631579e-08,0.25943966043506406,0.334912648944,25927.0
1.94736842105e-07,0.26229047954865536,0.338607809753,25015.0
1.94736842105e-07,0.26229047954865536,0.338607809753,25015.0
9.05263157895e-07,0.25018063516824057,0.365991915856,22289.0
9.05263157895e-07,0.25018063516824057,0.365991915856,22289.0
4.78947368421e-07,0.25699763396977443,0.354987833251,23585.0
4.78947368421e-07,0.25699763396977443,0.354987833251,23585.0
5.26315789474e-07,0.26249846705677138,0.314178658966,23494.0
5.26315789474e-07,0.26249846705677138,0.314178658966,23494.0
1.47368421053e-07,0.25769200177823526,0.313676630566,24983.0
1.47368421053e-07,0.25769200177823526,0.313676630566,24983.0
7.15789473684e-07,0.25359686746266175,0.360745182093,22669.0
7.15789473684e-07,0.25359686746266175,0.360745182093,22669.0
1.47368421053e-06,0.24674158629942206,0.336840503537,20838.0
1.47368421053e-06,0.24674158629942206,0.336840503537,20838.0
1.47368421053e-09,0.24317366806598684,0.323523135521,26423.0
1.47368421053e-09,0.24317366806598684,0.323523135521,26423.0
5.73684210526e-06,0.25836473912893754,0.335233174522,19766.0
5.73684210526e-06,0.25836473912893754,0.335233174522,19766.0
5.73684210526e-07,0.2523849013904696,0.310448938519,22891.0
5.73684210526e-07,0.2523849013904696,0.310448938519,22891.0
1.94736842105e-09,0.23425598399390968,0.356279271202,26325.0
1.94736842105e-09,0.23425598399390968,0.356279271202,26325.0
9.05263157895e-06,0.26890604056353368,0.312690898058,20363.0
9.05263157895e-06,0.26890604056353368,0.312690898058,20363.0
9.52631578947e-07,0.25201419101299893,0.296039655743,22311.0
9.52631578947e-07,0.25201419101299893,0.296039655743,22311.0
6.68421052632e-07,0.25768998108668745,0.401388763262,22492.0
6.68421052632e-07,0.25768998108668745,0.401388763262,22492.0
8.57894736842e-08,0.25319455837898608,0.3617844203,26246.0
8.57894736842e-08,0.25319455837898608,0.3617844203,26246.0
1e-09,0.23981478646094737,0.350886260614,25751.0
1e-09,0.23981478646094737,0.350886260614,25751.0
2.42105263158e-09,0.23208179057396044,0.349242709221,26517.0
2.42105263158e-09,0.23208179057396044,0.349242709221,26517.0
6.21052631579e-06,0.25194103312521476,0.341282621461,19558.0
6.21052631579e-06,0.25194103312521476,0.341282621461,19558.0
3.84210526316e-08,0.25207955907399232,0.341779586019,25609.0
3.84210526316e-08,0.25207955907399232,0.341779586019,25609.0
4.31578947368e-07,0.25633157179552357,0.341458481222,24716.0
4.31578947368e-07,0.25633157179552357,0.341458481222,24716.0
2.42105263158e-06,0.24831488652872902,0.337995927011,20634.0
2.42105263158e-06,0.24831488652872902,0.337995927011,20634.0
8.10526315789e-07,0.24757506397347703,0.384663556558,21979.0
8.10526315789e-07,0.24757506397347703,0.384663556558,21979.0
7.63157894737e-06,0.25795468083453615,0.334706919984,19010.0
7.63157894737e-06,0.25795468083453615,0.334706919984,19010.0
7.15789473684e-06,0.25490225354761348,0.333826774361,19185.0
7.15789473684e-06,0.25490225354761348,0.333826774361,19185.0
3.36842105263e-09,0.2495514851322046,0.396452111184,27170.0
3.36842105263e-09,0.2495514851322046,0.396452111184,27170.0
3.84210526316e-07,0.26341221454925595,0.367862700601,24511.0
3.84210526316e-07,0.26341221454925595,0.367862700601,24511.0
5.26315789474e-08,0.25746226435464337,0.357950595486,25872.0
5.26315789474e-08,0.25746226435464337,0.357950595486,25872.0
5.73684210526e-08,0.25795444558525066,0.348011983025,26028.0
5.73684210526e-08,0.25795444558525066,0.348011983025,26028.0
2.89473684211e-06,0.23542968808444212,0.335157376507,19763.0
2.89473684211e-06,0.23542968808444212,0.335157376507,19763.0
2.89473684211e-08,0.25128077814054206,0.3115196854,25781.0
2.89473684211e-08,0.25128077814054206,0.3115196854,25781.0
7.15789473684e-08,0.25790960017376952,0.294415116884,26135.0
7.15789473684e-08,0.25790960017376952,0.294415116884,26135.0
2.42105263158e-07,0.25854061891035401,0.356917646556,25127.0
2.42105263158e-07,0.25854061891035401,0.356917646556,25127.0
6.21052631579e-07,0.25088135360191222,0.376228049806,22452.0
6.21052631579e-07,0.25088135360191222,0.376228049806,22452.0
9.05263157895e-08,0.25684082744340847,0.396822582352,26727.0
9.05263157895e-08,0.25684082744340847,0.396822582352,26727.0
1e-08,0.25604085515611014,0.356096846573,26661.0
1e-08,0.25604085515611014,0.356096846573,26661.0
6.68421052632e-08,0.25531305250503933,0.312946795167,26309.0
6.68421052632e-08,0.25531305250503933,0.312946795167,26309.0
9.52631578947e-08,0.24793899167319861,0.349182057024,25813.0
9.52631578947e-08,0.24793899167319861,0.349182057024,25813.0
4.31578947368e-09,0.24967618543728437,0.327393782886,27419.0
4.31578947368e-09,0.24967618543728437,0.327393782886,27419.0
3.36842105263e-06,0.25150336247778876,0.326521166273,20479.0
3.36842105263e-06,0.25150336247778876,0.326521166273,20479.0
5.26315789474e-06,0.25458024174524352,0.340430458523,20795.0
5.26315789474e-06,0.25458024174524352,0.340430458523,20795.0
1.94736842105e-08,0.25386594722294353,0.295637445816,26020.0
1.94736842105e-08,0.25386594722294353,0.295637445816,26020.0
9.52631578947e-06,0.28153016400879599,0.281635635322,20474.0
9.52631578947e-06,0.28153016400879599,0.281635635322,20474.0
8.10526315789e-08,0.26187177796570887,0.309662829845,26385.0
8.10526315789e-08,0.26187177796570887,0.309662829845,26385.0
6.68421052632e-06,0.26307584681367507,0.315171428087,19897.0
6.68421052632e-06,0.26307584681367507,0.315171428087,19897.0
8.10526315789e-06,0.26525083261263593,0.345997089517,19630.0
8.10526315789e-06,0.26525083261263593,0.345997089517,19630.0
1e-06,0.25049535519480415,0.366579914912,22724.0
1e-06,0.25049535519480415,0.366579914912,22724.0
1.47368421053e-08,0.25969267131413676,0.316802516708,26499.0
1.47368421053e-08,0.25969267131413676,0.316802516708,26499.0
4.78947368421e-09,0.25593661254703881,0.336152580307,27760.0
4.78947368421e-09,0.25593661254703881,0.336152580307,27760.0
